"Lat","Lon","Index","Region"
59.4963776846471,24.645301314007,928,"Gulf of Finland"
59.4951019328672,28.0367348209801,929,"Gulf of Finland"
59.5057723689549,25.1398214796795,930,"Gulf of Finland"
59.5188573128402,18.8196367315592,931,"N Baltic"
59.5161759489234,25.3285476001473,932,"Gulf of Finland"
59.5300486627654,10.3108336981073,933,"Skagerrak & Kattegat"
59.5328432744356,10.4308551056693,934,"Skagerrak & Kattegat"
59.5291225161078,25.2111797384489,935,"Gulf of Finland"
59.5445360535142,24.4808409604827,936,"Gulf of Finland"
59.5436573115576,24.7872879966165,937,"Gulf of Finland"
59.5394078228827,25.400082620971,938,"Gulf of Finland"
59.5524301107443,25.2826526805252,939,"Gulf of Finland"
59.5539324954013,28.0679299208384,940,"Gulf of Finland"
59.5577208154252,26.5805118761124,941,"Gulf of Finland"
59.571968015709,26.4635600537282,942,"Gulf of Finland"
59.5794705819674,18.831839564855,943,"N Baltic"
59.5796945730996,24.7406752893804,944,"Gulf of Finland"
59.5938900243703,19.1374168141565,945,"N Baltic"
59.5860951510752,26.3464938169097,946,"Gulf of Finland"
59.6003422047695,19.0176736005697,947,"N Baltic"
59.6033046708632,24.811892512299,948,"Gulf of Finland"
59.6015271498885,25.1189409019227,949,"Gulf of Finland"
59.6139884219405,26.1120213488015,950,"Gulf of Finland"
59.6209104236831,19.2037734367102,951,"N Baltic"
59.6184586663258,25.8049337103126,952,"Gulf of Finland"
59.6319061720007,25.6873673830792,953,"Gulf of Finland"
59.637710506949,25.0726485317698,954,"Gulf of Finland"
59.6413990314242,25.8771010230748,955,"Gulf of Finland"
59.6503980652327,24.9546749882642,956,"Gulf of Finland"
59.6452324555685,25.5696923372781,957,"Gulf of Finland"
59.6505745486723,26.066957018603,958,"Gulf of Finland"
59.6609571364992,19.0303257125194,959,"N Baltic"
59.6642958697018,25.9493826593637,960,"Gulf of Finland"
59.6778961014335,25.8316972414458,961,"Gulf of Finland"
59.6944606264539,18.97659388275,962,"N Baltic"
59.6880488276993,19.0967361291407,963,"N Baltic"
59.6983342002529,28.3955492201671,964,"Gulf of Finland"
59.7143812580854,25.7861787598844,965,"Gulf of Finland"
59.724806015686,27.9713472245599,966,"Gulf of Finland"
59.742125711085,19.2299305405488,967,"N Baltic"
59.7519014190428,28.2365368286788,968,"Gulf of Finland"
59.7571209648381,28.4276957965053,969,"Gulf of Finland"
59.8027571113673,19.2430916539868,970,"N Baltic"
59.8030637798984,22.3651220604141,971,"N Baltic"
59.801304521312,23.102819882583,972,"Gulf of Finland"
59.804242067152,28.7683840634997,973,"Gulf of Finland"
59.8119426337968,22.9833825131415,974,"N Baltic"
59.8052589891805,28.0769342624577,975,"Gulf of Finland"
59.8174652338162,23.6019520872862,976,"Gulf of Finland"
59.8259614046149,23.1732133356146,977,"Gulf of Finland"
59.8321495710966,27.1503416415166,978,"Gulf of Finland"
59.8252828985839,28.8432793207223,979,"Gulf of Finland"
59.8381129669115,22.3150967175196,980,"N Baltic"
59.847925724583,22.1952283667732,981,"N Baltic"
59.8530518545236,23.5534195278983,982,"Gulf of Finland"
59.8603628301185,21.6456859615587,983,"N Baltic"
59.8583569543156,28.6094825790116,984,"Gulf of Finland"
59.8661225172425,23.7437870318375,985,"Gulf of Finland"
59.8672228311276,28.9933980030812,986,"Gulf of Finland"
59.8786818800709,20.9753305668583,987,"N Baltic"
59.8829074984123,22.1449180422274,988,"N Baltic"
59.8782771643465,22.5747695820776,989,"N Baltic"
59.8774353763503,23.6243236781191,990,"Gulf of Finland"
59.891312260011,27.180081907554,991,"Gulf of Finland"
59.8860650297318,30.1463236651606,992,"Gulf of Finland"
59.9035762318934,19.081468675602,993,"N Baltic"
59.9007567746477,20.1835063951922,994,"N Baltic"
59.8983264600206,22.3347928201933,995,"N Baltic"
59.9146140245485,23.8861018301237,996,"Gulf of Finland"
59.9178565815624,22.8351636163341,997,"N Baltic"
59.9218130637625,29.9135829294494,998,"Gulf of Finland"
59.934838151199,20.1306833570946,999,"N Baltic"
59.9333779696219,22.2845643654416,1000,"N Baltic"
59.92821933617,22.7151438799899,1001,"N Baltic"
59.9384565198062,22.595037996564,1002,"N Baltic"
59.9395112986537,29.7969960670814,1003,"Gulf of Finland"
59.9443800787185,30.1822550204491,1004,"Gulf of Finland"
59.9536008700459,20.3197127056682,1005,"N Baltic"
59.9512141808325,24.4593577685089,1006,"Gulf of Finland"
59.9634422536028,22.6653289792485,1007,"N Baltic"
59.9629387235214,24.0288971564545,1008,"Gulf of Finland"
59.957092011655,29.6802658056688,1009,"Gulf of Finland"
59.9720525454378,20.5089874235686,1010,"N Baltic"
59.9650828566555,21.0611076533256,1011,"N Baltic"
59.974554953774,29.5633928512903,1012,"Gulf of Finland"
59.9750424647484,24.5312660437144,1013,"Gulf of Finland"
59.98455080865,29.0606536719779,1014,"Gulf of Finland"
59.9775451691101,29.7562200212074,1015,"Gulf of Finland"
59.9825513213853,30.1419841387308,1016,"Gulf of Finland"
59.9877535691008,20.2669543626954,1017,"N Baltic"
59.9883876662602,22.7357424452874,1018,"N Baltic"
59.987038196535,24.1004752230856,1019,"Gulf of Finland"
59.9918998771246,29.4463779165015,1020,"Gulf of Finland"
60.004212730646,18.9187084591798,1021,"N Baltic"
60.0029437576916,20.0246602723026,1022,"N Baltic"
59.9983076676255,20.5774964510365,1023,"N Baltic"
59.9979498293754,29.8322825668767,1024,"Gulf of Finland"
60.0132926277321,22.8062785018554,1025,"N Baltic"
60.0110955790945,24.1721736658231,1026,"Gulf of Finland"
60.0137157849752,27.9363358275213,1027,"Gulf of Finland"
60.0054166869938,29.1362342945981,1028,"Gulf of Finland"
60.0091265349401,29.3292217203281,1029,"Gulf of Finland"
60.0171989639616,26.928816286964,1030,"Gulf of Finland"
60.0262346815868,29.2119249882576,1031,"Gulf of Finland"
60.0377171498038,18.8642007127299,1032,"N Baltic"
60.0360066639187,29.7914701398748,1033,"Gulf of Finland"
60.0483247503499,20.2824271076581,1034,"N Baltic"
60.0538828924621,22.3240422183887,1035,"N Baltic"
60.0535894701877,29.6743425477755,1036,"Gulf of Finland"
60.0586433305243,24.6279057488333,1037,"Gulf of Finland"
60.0709724753398,19.9181321226197,1038,"N Baltic"
60.0747246015263,20.3509104328574,1039,"N Baltic"
